STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-20,0,,,25,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-21,0,,,24.4,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-22,0,,,24.4,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-23,0,,,24.4,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-24,0,,,22.2,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-25,0,,,18.3,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-26,0,,,15.6,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-27,0,,,21.1,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-28,0,,,21.7,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-29,0,,,18.9,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-30,55.9,,,14.4,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-10-31,0,,,17.2,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-01,0,,,17.8,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-02,0,,,25,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-03,0,,,26.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-04,0,,,17.2,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-05,11.2,,,15,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-06,0,,,23.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-07,0.3,,,13.9,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-08,8.1,,,6.7,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-09,2.5,,,12.2,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-10,0,,,8.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-11,0,,,3.3,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-12,,,,8.3,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-13,7.6,,,11.1,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-14,0.3,,,8.9,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-15,0,,,11.7,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-16,0,,,16.7,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-17,0,,,11.7,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-18,0,,,16.7,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-19,0,,,16.7,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-20,0,,,11.7,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-21,0,,,17.2,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-22,0,,,14.4,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-23,5.8,,,7.2,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-24,0,,,12.2,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-25,0,,,18.3,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-26,0,,,12.8,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-27,0,,,15.6,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-28,0,,,17.8,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-29,0,,,21.1,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-11-30,0,,,16.7,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-01,0,,,13.3,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-02,0,,,10.6,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-03,0,,,13.9,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-04,0,,,13.3,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-05,0,,,17.8,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-06,4.3,,,13.3,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-07,0,,,9.4,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-08,0,,,3.9,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-09,0,,,0.6,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-10,6.4,13,0,5,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-11,0,,,10,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-12,0,,,10,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-13,0,,,1.7,-9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-14,0,,,7.8,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-15,0,,,-1.1,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-16,0,0,,8.9,-6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-17,0,,,9.4,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-18,0.3,,,15.6,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-19,0,,,16.7,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-20,0,,,13.9,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-21,0,,,7.8,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-22,0,,,14.4,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-23,0,,,19.4,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-24,0,,,7.2,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-25,0,,,4.4,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-26,0,,,2.8,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-27,0,,,1.7,-7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-28,0,,,-4.4,-11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-29,0,,,1.1,-11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-30,0,,,-2.2,-6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2017-12-31,0,0,,-5,-12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-01,0,,,-5,-15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-02,0,,,-3.9,-16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-03,0,,,1.1,-16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-04,2.8,0,0,-3.3,-10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-05,0,0,0,-5.6,-15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-06,0,,,-7.2,-18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-07,0,,,-5,-18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-08,0,,,4.4,-8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-09,3.8,,,10.6,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-10,0.3,,,5,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-11,0,,,18.3,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-12,6.4,,,20.6,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-13,,,,15.6,-6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-14,,,,-3.3,-9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-15,6.4,,,0.6,-11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-16,0,,,5,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-17,0.3,5,0,1.1,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-18,0,,,6.1,-11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-19,0,,,13.3,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-20,0,,,16.1,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-21,0,,,18.9,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-22,0,,,19.4,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-23,4.1,,,21.1,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-24,1,,,9.4,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-25,0,,,6.1,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-26,0,,,11.7,-6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-27,0,,,17.2,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-28,7.9,,,12.8,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-29,16.3,,,8.9,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-30,4.3,3,0,1.7,-6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-01-31,0,,,3.9,-7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-01,0,,,13.3,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-02,2.5,,,6.1,-8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-03,0,,,2.2,-12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-04,,,,0.6,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-05,25.1,,,3.3,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-06,0,,,8.3,-5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-07,1.3,,,3.9,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-08,7.6,,,3.3,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-09,0,,,10,-5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-10,,,,10.6,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-11,78.7,,,21.1,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-12,10.2,,,18.3,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-13,1,,,3.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-14,0,,,15.6,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-15,0.3,,,23.9,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-16,0.5,,,20,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-17,0,,,5.6,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-18,,,,11.7,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-19,,,,10,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-20,13.7,,,25.6,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-21,0,,,27.2,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-22,0,,,18.9,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-23,3.3,,,9.4,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-24,0,,,17.2,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-25,4.1,,,13.3,8.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-26,1.5,,,11.1,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-27,0.3,,,15,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-02-28,0,,,15.6,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-01,0,,,12.2,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-02,0.5,,,12.2,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-03,0,,,10.6,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-04,0,,,11.1,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-05,0,,,8.3,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-06,0,,,7.2,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-07,9.9,,,11.1,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-08,0.5,,,6.7,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-09,0,,,7.8,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-10,0,,,7.8,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-11,0,,,8.3,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-12,0,,,3.9,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-13,2,0,,8.3,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-14,0,,,6.1,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-15,0,,,13.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-16,0,,,8.9,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-17,0,,,8.3,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-18,0,,,14.4,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-19,0,,,9.4,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-20,14,,,6.1,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-21,18,107,51,1.1,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-22,10.7,79,,9.4,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-23,0,,,10,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-24,0,,,9.4,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-25,0,,,8.9,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-26,0,,,8.3,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-27,0,,,6.7,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-28,8.4,,,13.9,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-29,1.3,,,27.8,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-30,0,,,24.4,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-03-31,0,,,16.7,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-01,0,,,20,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-02,0,,,12.2,5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-03,0,,,15,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-04,0,,,23.3,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-05,0,,,13.3,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-06,0,,,21.1,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-07,0,,,16.1,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-08,0,,,11.1,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-09,3.8,,,7.8,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-10,0,0,,12.8,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-11,0,,,15.6,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-12,0,,,25,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-13,0,,,29.4,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-14,,,,28.9,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-15,,,,24.4,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-16,40.6,,,17.8,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-17,2.5,,,10,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-18,0,,,19.4,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-19,1.5,,,16.7,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-20,0,,,16.1,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-21,,,,17.8,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-22,,,,20.6,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-23,1.3,,,20,5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-24,0,,,13.9,11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-25,22.9,,,16.7,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-26,0.5,,,23.3,7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-27,19.1,,,17.8,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-28,0,,,26.1,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-29,0,,,15,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-04-30,0,,,22.2,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-01,0,,,28.3,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-02,0,,,32.2,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-03,0,,,32.8,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-04,0,,,32.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-05,0,,,24.4,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-06,0,,,21.7,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-07,0,,,23.3,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-08,0,,,23.9,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-09,0,,,24.4,8.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-10,0,,,29.4,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-11,0,,,29.4,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-12,0,,,32.8,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-13,0,,,30,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-14,0,,,30.6,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-15,15,,,31.1,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-16,0.5,,,24.4,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-17,,,,22.8,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-18,65,,,20,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-19,37.1,,,22.8,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-20,1.3,,,31.1,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-21,0,,,26.7,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-22,0,,,28.9,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-23,6.4,,,28.3,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-24,0,,,28.3,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-25,0,,,29.4,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-26,0,,,31.1,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-27,,,,31.1,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-28,,,,21.7,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-29,15.2,,,28.3,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-30,0,,,26.1,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-05-31,0.8,,,30,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-01,7.4,,,31.7,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-02,,,,26.7,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-03,,,,21.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-04,84.1,,,26.7,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-05,0,,,27.2,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-06,0,,,23.9,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-07,0,,,27.2,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-08,0,,,30.6,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-09,,,,31.1,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-10,,,,28.9,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-11,,,,19.4,15
