STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,PRCP,SNOW,SNWD,TMAX,TMIN
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-12,23.9,,,25,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-13,0,,,30,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-14,0,,,29.4,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-15,0,,,28.3,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-16,0,,,30.6,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-17,0,,,30.6,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-18,0,,,33.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-19,0,,,34.4,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-20,28.7,,,31.1,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-21,0,,,30,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-22,33,,,22.8,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-23,,,,29.4,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-24,,,,32.2,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-25,21.8,,,27.8,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-26,0,,,26.1,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-27,1.3,,,28.9,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-28,0,,,31.7,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-29,0,,,31.7,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-06-30,0,,,33.3,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-01,0,,,33.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-02,0,,,35.6,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-03,0,,,34.4,23.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-04,0,,,32.2,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-05,0,,,33.3,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-06,0,,,30.6,23.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-07,0,,,25,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-08,0,,,27.2,11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-09,0,,,30,11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-10,0,,,32.8,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-11,0,,,31.7,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-12,0,,,30.6,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-13,0,,,29.4,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-14,0,,,31.7,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-15,0,,,31.1,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-16,0,,,35,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-17,0,,,33.9,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-18,0,,,29.4,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-19,0,,,30.6,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-20,0,,,30,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-21,,,,22.2,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-22,,,,28.3,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-23,106.7,,,28.3,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-24,12.7,,,27.2,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-25,1,,,28.3,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-26,0.5,,,31.1,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-27,0,,,32.8,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-28,23.6,,,29.4,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-29,0,,,28.9,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-30,18.5,,,24.4,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-07-31,0,,,28.3,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-01,28.7,,,31.7,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-02,0,,,31.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-03,1.3,,,29.4,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-04,0,,,31.7,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-05,0,,,32.2,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-06,0,,,33.3,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-07,0,,,33.3,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-08,0,,,33.3,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-09,0,,,31.7,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-10,0,,,31.7,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-11,0,,,31.7,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-12,1.5,,,29.4,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-13,21.6,,,30,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-14,10.2,,,29.4,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-15,3.3,,,31.1,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-16,0,,,32.8,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-17,0,,,33.3,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-18,0,,,30.6,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-19,0,,,28.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-20,3,,,26.7,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-21,0,,,30.6,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-22,4.3,,,27.8,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-23,4.8,,,25.6,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-24,0,,,27.8,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-25,0,,,27.8,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-26,0,,,31.1,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-27,0,,,33.3,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-28,0,,,34.4,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-29,0,,,35,23.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-30,0,,,31.7,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-08-31,5.3,,,31.1,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-01,0,,,29.4,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-02,42.4,,,31.7,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-03,0,,,33.3,22.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-04,0,,,33.3,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-05,0,,,33.9,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-06,0,,,34.4,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-07,0,,,32.2,20.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-08,0.5,,,25.6,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-09,47.5,,,20,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-10,22.1,,,25.6,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-11,0.5,,,27.2,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-12,0.5,,,28.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-13,0,,,27.8,21.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-14,3.6,,,25.6,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-15,0,,,26.1,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-16,0,,,26.1,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-17,11.2,,,25,22.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-18,22.1,,,28.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-19,3.3,,,30,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-20,0.3,,,28.3,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-21,3.3,,,26.7,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-22,0,,,27.2,16.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-23,22.6,,,17.8,15
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-24,11.7,,,19.4,16.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-25,10.4,,,28.3,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-26,0.5,,,31.1,21.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-27,4.1,,,21.7,14.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-28,20.6,,,23.9,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-29,0,,,24.4,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-09-30,0,,,25,13.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-01,0,,,28.3,15.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-02,0,,,29.4,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-03,0,,,30,18.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-04,0,,,32.2,17.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-05,0,,,22.2,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-06,0,,,23.9,17.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-07,0,,,30.6,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-08,0,,,28.9,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-09,0,,,27.2,19.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-10,0,,,28.9,20
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-11,2,,,28.9,18.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-12,106.7,,,18.9,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-13,0,,,15.6,5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-14,0,,,15,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-15,2.8,,,24.4,12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-16,0,,,20,11.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-17,2.3,,,19.4,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-18,0,,,13.9,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-19,0,,,18.9,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-20,3.3,,,20,9.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-21,0,,,11.7,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-22,0,,,13.9,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-23,0,,,21.1,10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-24,0,,,13.9,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-25,0,,,11.7,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-26,48.8,,,10.6,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-27,1,,,12.2,8.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-28,0,,,16.1,8.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-29,0,,,16.7,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-30,0,,,17.2,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-10-31,0,,,22.2,6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-01,0,,,22.8,13.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-02,0,,,22.2,12.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-03,27.4,,,15.6,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-04,0,,,14.4,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-05,36.3,,,13.3,10
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-06,13.2,,,18.3,11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-07,1.5,,,18.9,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-08,0,,,13.9,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-09,0,,,9.4,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-10,0,,,8.9,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-11,0,,,8.3,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-12,0,,,9.4,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-13,38.1,,,9.4,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-14,0,,,6.1,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-15,10.7,,,3.9,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-16,29,,,11.7,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-17,0,,,10.6,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-18,0,,,11.7,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-19,0,,,16.1,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-20,0,,,13.3,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-21,0,,,12.2,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-22,0,,,3.3,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-23,0,,,1.1,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-24,0,,,5.6,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-25,32.3,,,16.7,-0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-26,0,,,11.1,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-27,4.1,,,7.2,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-28,0,,,5,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-29,0,,,6.1,-5
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-11-30,0,,,9.4,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-01,0,,,5,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-02,0,,,15,4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-03,4.8,,,16.7,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-04,0,,,7.2,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-05,0,,,2.2,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-06,0,,,6.1,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-07,0,,,6.7,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-08,0,,,3.9,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-09,0,,,0,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-10,8.6,140,152,1.7,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-11,0,,76,6.1,-7.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-12,0,,51,7.8,-6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-13,0,,25,6.7,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-14,0,,,7.2,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-15,14.5,,,11.7,6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-16,23.4,,,10,3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-17,1.8,,,11.7,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-18,0,,,7.2,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-19,0,,,10.6,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-20,0,,,16.7,-1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-21,11.4,,,20,8.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-22,0,,,12.8,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-23,0,,,10,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-24,0,,,8.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-25,0,,,3.9,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-26,0,,,8.9,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-27,0,,,10,-3.9
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-28,21.6,,,13.3,5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-29,16.3,,,15,3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-30,0,,,7.8,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2018-12-31,0,,,14.4,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-01,6.4,,,18.3,7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-02,0,,,7.8,1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-03,0.5,,,10.6,1.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-04,0,,,8.3,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-05,3.3,,,12.2,2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-06,0,,,14.4,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-07,0,,,5,-1.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-08,0.5,,,16.7,2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-09,2.5,,,11.7,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-10,0,,,2.2,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-11,0,,,2.8,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-12,0,,,2.2,-3.3
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-13,12.7,64,,-0.6,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-14,5.6,51,51,1.1,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-15,0,,51,4.4,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-16,0,,25,6.7,-6.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-17,0,,25,3.3,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-18,0,,,4.4,0
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-19,0,,,5,0.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-20,11.7,,,12.2,-7.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-21,0,,,-5,-10.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-22,0,,,1.7,-12.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-23,0,,,13.9,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-24,15.7,,,16.1,-2.2
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-25,9.1,,,6.1,-4.4
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-26,0,,,6.7,-6.7
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-27,0,,,9.4,-5.6
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-28,0,,,5.6,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-29,0,,,5,-2.8
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-30,4.3,,,3.9,-11.1
USC00442009,"CORBIN, VA US",38.2022,-77.3747,67.1,2019-01-31,0,,,-2.2,-15